athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Marc-Antoine Olivier,FRA,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6722.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,HUN,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6725.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregorio Paltrinieri,ITA,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6727.9,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sanzullo,ITA,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6734.2,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Reymond,FRA,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6734.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Fontaine,FRA,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6735.7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hector Thomas Cheal Pardoe,GBR,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6735.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferry Weertman,NED,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6736.2,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Huszti,HUN,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6737.6,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Martinez,ESP,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6738.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,ITA,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6739.2,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athanasios Kynigakis,GRE,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6741.9,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Szekelyi,HUN,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6742.3,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Vanhuys,BEL,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6742.5,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jules Wallart,FRA,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6743.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,ITA,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6743.4,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Farinango,ECU,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6744.9,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Ivo Cassini,ARG,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6745.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fares Zitouni,FRA,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6746.6,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Campos,POR,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6748.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matej Kozubek,CZE,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6752.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esteban Enderica Salgado,ECU,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6753.1,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Verani,ITA,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6758.2,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Burnell,GBR,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6763.2,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Galicz,HUN,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6763.7,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepijn Smits,NED,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6766.2,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,BRA,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6767.4,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alessio Occhipinti,ITA,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6767.7,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillem Pujol,ESP,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6783.3,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastien Dureux,FRA,03/13/2021,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,70.0,6785.2,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
