athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Franco Ivo Cassini,,02/09/2019,FINA Grand Prix,"Rosario, ARG",15.0,NW,Neutral,24.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquin Moreno,,02/09/2019,FINA Grand Prix,"Rosario, ARG",15.0,NW,Neutral,24.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ercoli,,02/09/2019,FINA Grand Prix,"Rosario, ARG",15.0,NW,Neutral,24.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francesco Ghettini,,02/09/2019,FINA Grand Prix,"Rosario, ARG",15.0,NW,Neutral,24.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,,02/09/2019,FINA Grand Prix,"Rosario, ARG",15.0,NW,Neutral,24.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edoardo Stochino,,02/09/2019,FINA Grand Prix,"Rosario, ARG",15.0,NW,Neutral,24.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Blaum,,02/09/2019,FINA Grand Prix,"Rosario, ARG",15.0,NW,Neutral,24.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquiles Balaudo,,02/09/2019,FINA Grand Prix,"Rosario, ARG",15.0,NW,Neutral,24.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Ilievski,,02/09/2019,FINA Grand Prix,"Rosario, ARG",15.0,NW,Neutral,24.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matheus Emerim Evangelista,,02/09/2019,FINA Grand Prix,"Rosario, ARG",15.0,NW,Neutral,24.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Petrucci,,02/09/2019,FINA Grand Prix,"Rosario, ARG",15.0,NW,Neutral,24.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matias Diaz Hernandez,,02/09/2019,FINA Grand Prix,"Rosario, ARG",15.0,NW,Neutral,24.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Gamarra,,02/09/2019,FINA Grand Prix,"Rosario, ARG",15.0,NW,Neutral,24.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
