athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Florian Wellbrock,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregorio Paltrinieri,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc-Antoine Olivier,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sanzullo,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferry Weertman,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Reymond,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Fontaine,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Manzi,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Burnell,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soren Dellef Meissner,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Patrick Robinson,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Martinez,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romain Beraud,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danie Marais,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepijn Smits,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Frach,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raul Santiago Betancor,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matej Kozubek,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexis Vandevelde,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Ho,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krzysztof Pielowski,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Gil,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taishin Minamide,,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,83.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
