athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Marc-Antoine Olivier,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sanzullo,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy Shuttleworth,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirill Abrosimov,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Ponte,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Manzi,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Fontaine,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Heron,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Ho,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krzysztof Pielowski,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Vanhuys,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Hedlin,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Arroyo,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Patrick Robinson,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Gemmell,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marwan Elamrawy,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Farinango,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventsislav Aydarski,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johndry Segovia,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danie Marais,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Alan Mcloughlin,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Enderica Ochoa,,07/15/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,62.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
