athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Rob Muffels,,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6790.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferry Weertman,,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6791.1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6791.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Wilimovsky,,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6792.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6793.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Fontaine,,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6801.1,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6801.7,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6802.2,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lachlan Colquhoun,,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6804.7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Huitenga,,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6805.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6806.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Graeme Edwards,,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6806.3,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6807.1,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Ponte,,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6807.4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepijn Smits,,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6807.5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
