athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Ferry Weertman,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Wilimovsky,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc-Antoine Olivier,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Burnell,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Aubry,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenii Drattcev,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan Casey,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federico Vanelli,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krzysztof Pielowski,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Ho,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventsislav Aydarski,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahar Resman,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Brazier,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirill Abrosimov,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Ponte,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Szekelyi,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Bertola,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Weinberger,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caleb Hughes,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lijun Zu,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquin Moreno,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippe Guertin,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Enderica Ochoa,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johndry Segovia,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Brandl,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matej Kozubek,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Chervynskiy,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiabao An,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamas Farkas,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Jose Segovia Ramos,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterios Daldogiannis,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgios Arniakos,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasunari Hirai,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Castro,,07/18/2017,FINA World Championships,"Budapest, HUN",10.0,NW,Neutral,65.0,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
