athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Philippe Guertin,,06/28/2016,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7025.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chip Peterson,,06/28/2016,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7029.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,,06/28/2016,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7040.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Hedlin,,06/28/2016,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7041.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Weinberger,,06/28/2016,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7046.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepijn Smits,,06/28/2016,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7052.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Cattin-Vidal,,06/28/2016,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7064.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,,06/28/2016,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7065.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Enderica,,06/28/2016,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7069.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Masse-Savard,,06/28/2016,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7070.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,,06/28/2016,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7095.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davy Billiau,,06/28/2016,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7181.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Desharnais,,06/28/2016,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7316.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edouard Belanger,,06/28/2016,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7724.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Ilievski,,06/28/2016,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,7823.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquiles Balaudo,,06/28/2016,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,8135.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristan Filion,,06/28/2016,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,20.0,8382.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
