athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Florian Wellbrock,,07/15/2019,FINA World Championships,"Gwangju, KOR",10.0,NW,Neutral,75.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc-Antoine Olivier,,07/15/2019,FINA World Championships,"Gwangju, KOR",10.0,NW,Neutral,75.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,,07/15/2019,FINA World Championships,"Gwangju, KOR",10.0,NW,Neutral,75.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,,07/15/2019,FINA World Championships,"Gwangju, KOR",10.0,NW,Neutral,75.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Wilimovsky,,07/15/2019,FINA World Championships,"Gwangju, KOR",10.0,NW,Neutral,75.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregorio Paltrinieri,,07/15/2019,FINA World Championships,"Gwangju, KOR",10.0,NW,Neutral,75.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferry Weertman,,07/15/2019,FINA World Championships,"Gwangju, KOR",10.0,NW,Neutral,75.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Martinez,,07/15/2019,FINA World Championships,"Gwangju, KOR",10.0,NW,Neutral,75.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sanzullo,,07/15/2019,FINA World Championships,"Gwangju, KOR",10.0,NW,Neutral,75.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Aubry,,07/15/2019,FINA World Championships,"Gwangju, KOR",10.0,NW,Neutral,75.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esteban Enderica Salgado,,07/15/2019,FINA World Championships,"Gwangju, KOR",10.0,NW,Neutral,75.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Burnell,,07/15/2019,FINA World Championships,"Gwangju, KOR",10.0,NW,Neutral,75.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athanasios Kynigakis,,07/15/2019,FINA World Championships,"Gwangju, KOR",10.0,NW,Neutral,75.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Graeme Edwards,,07/15/2019,FINA World Championships,"Gwangju, KOR",10.0,NW,Neutral,75.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Vanhuys,,07/15/2019,FINA World Championships,"Gwangju, KOR",10.0,NW,Neutral,75.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
