athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Kristof Rasovszky,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federico Vanelli,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soren Dellef Meissner,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasunari Hirai,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuval Safra,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Huitenga,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Ponte,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Desharnais,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Bertola,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Deegan,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Masse-Savard,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremias Munoz,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edouard Belanger,,08/12/2017,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,21.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
