athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Kristof Rasovszky,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6612.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferry Weertman,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6619.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soren Dellef Meissner,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6622.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athanasios Kynigakis,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6624.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matan Roditi,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6624.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sanzullo,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6625.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Frach,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6626.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matej Kozubek,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6646.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Ponte,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6654.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Galicz,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6654.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Huszti,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6658.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Szekelyi,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6658.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6662.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6663.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Papp,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6664.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiki Nonaka,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6664.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Ivo Cassini,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6665.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Patrick Robinson,,06/15/2019,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,51.0,6666.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
