athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Dario Verani,ITA,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18141.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Reymond,FRA,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18142.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Galicz,HUN,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18155.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,NED,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18166.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Lee,AUS,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18168.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lars Bottelier,NED,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18171.6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,ITA,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18173.8,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akos Kalmar,HUN,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18232.1,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheng-Chi Cho,TPE,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18258.7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Martinez,ESP,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18262.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,GER,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18287.8,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Lamar,USA,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18375.3,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Langner,GER,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18379.1,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taishin Minamide,JPN,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18566.1,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterios Daldogiannis,GRE,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18566.3,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bailey Armstrong,AUS,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18580.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,MKD,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18832.8,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinhou Zhang,CHN,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,18844.7,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacha Velly,FRA,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,19242.3,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,KAZ,06/30/2022,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,25.0,19390.4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
