athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Matan Roditi,ISR,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6631.8,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirill Abrosimov,RUS,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6663.6,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zalan Sarkany,HUN,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6666.6,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,BRA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6666.9,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linus Schwedler,GER,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6667.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo Ouabdesselam,FRA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6667.2,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elliot Sodemann,SWE,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6668.9,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ido Gal,ISR,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6670.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Cardoso,POR,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6670.1,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Langner,GER,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6671.2,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hau-Li Fan,CAN,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6679.2,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,BRA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6682.6,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziyang Zhang,CHN,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6799.3,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Elias Schmidt,GER,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6803.3,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Brinegar,USA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6882.3,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandre Verplaetse,FRA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6886.9,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Schreiber,SUI,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6888.1,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raben Severin Dommann,CAN,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6903.6,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruwen Straub,GER,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6908.5,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Gravley,USA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6914.8,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Hanson Almeida,BRA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6931.9,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Delgadillo,MEX,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6938.5,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Kovacsics,HUN,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6946.6,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haoyang Tang,CHN,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6953.2,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthieu Magne,FRA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6966.1,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Brown,USA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6999.1,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Heron,USA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,7118.1,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandr Stepanov,RUS,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,7151.7,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Georges Brown,CAN,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,7209.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lev Cherepanov,KAZ,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,7354.6,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Chervynskiy,UKR,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,7356.5,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Druenne,MON,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,7469.7,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galymzhan Balabek,KAZ,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,7474.5,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
