athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Christian Schreiber,SUI,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6421.7,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Graeme Edwards,AUS,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6423.4,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Langner,GER,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6426.1,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linus Schwedler,GER,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6426.5,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Vanhuys,BEL,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6427.1,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Edward Raymond,AUS,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6433.5,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elliot Sodemann,SWE,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6436.2,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Farinango,ECU,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6441.4,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bailey Armstrong,AUS,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6443.1,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Farias,BRA,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6453.2,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillem Pujol,ESP,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6455.8,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaiki Furuhata,JPN,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6458.1,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taishin Minamide,JPN,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6518.2,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Straka,CZE,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6536.8,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Wilson,AUS,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6588.6,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Brinegar,USA,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6606.3,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Baptiste Clusman,FRA,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6612.5,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akos Kalmar,HUN,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6711.4,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Lamar,USA,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6740.7,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheng-Chi Cho,TPE,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6742.8,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Cardoso,POR,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6744.1,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luiz Felipe Loureiro,BRA,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6744.8,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonatan Ahdut,ISR,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6745.7,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piotr Wozniak,POL,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6745.8,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunor Kovacs-Seres,HUN,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6748.3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angel De Oña Ramirez,ESP,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6749.6,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziv Cohen,ISR,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6750.4,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Galicz,HUN,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6750.8,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuu Motoyama,JPN,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,6766.2,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maor Goralnik,ISR,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,7067.3,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mate Hartmann,HUN,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,7067.7,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilian Carrel,AUS,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,7068.1,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Druenne,MON,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,7072.5,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robbe Dilissen,AUS,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,7079.3,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chin Ting Keith Sin,HKG,11/12/2022,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,51.0,7248.2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
