athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Robert George Thorpe,AUS,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3119.1,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Campos,POR,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3199.4,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emir Batur Albayrak,TUR,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3200.7,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Schreiber,SUI,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3202.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esteban Enderica Salgado,ECU,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3202.1,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillem Pujol,ESP,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3202.2,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Vanhuys,BEL,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3203.4,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bailey Armstrong,AUS,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3203.5,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Brown,USA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3203.9,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Hercog,AUT,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3204.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lev Cherepanov,KAZ,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3206.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaehun Park,KOR,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3225.9,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Dulieu,HON,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3230.6,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henrique Figueirinha,BRA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3230.8,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Puskovitch,USA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3231.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matej Kozubek,CZE,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3251.3,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Cardoso,POR,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3253.3,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronaldo Eduardo Zambrano Sanchez,VEN,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3253.9,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nik Peterlin,SLO,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3254.8,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Farias,BRA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3256.6,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bartosz Kapala,POL,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3256.7,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burhanettin Hacisagir,TUR,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3301.2,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebeom Oh,KOR,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3307.7,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterios Daldogiannis,GRE,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3310.5,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinhou Zhang,CHN,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3311.5,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hau-Li Fan,CAN,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3312.4,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomas Peciar,SVK,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3314.4,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peixin Liu,CHN,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3316.8,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Yan Thorley,HKG,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3317.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aflah Prawira,INA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3317.3,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamarr Andre Bruno,PUR,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3319.5,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connor Albertyn,RSA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3319.7,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian Gustavo Ywanaga Papi,PER,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3321.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Gutierrez,MEX,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3322.6,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galymzhan Balabek,KAZ,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3323.2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximiliano Paccot,URU,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3324.7,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Vera,VEN,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3328.2,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeison Rojas,CRC,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3332.2,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Bayo,PUR,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3402.1,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilias El Fallaki,MAR,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3423.2,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chin Ting Keith Sin,HKG,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3424.8,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Urban,SLO,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3426.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Druenne,MON,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3428.1,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ernest Fabian Wijaya,INA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3455.5,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pei-Chi Cho,TPE,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3457.7,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Diego Nunez Barreras,DOM,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3459.7,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Payet,SEY,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3459.7,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rossouw Venter,RSA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3460.8,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nico Esslinger,NAM,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3461.2,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prashans Manjunath Hiremagalur,IND,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3463.8,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B Dilanka Shehan,SRI,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3642.9,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Reyes,GUA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3645.5,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Solano,BOL,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3647.3,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rayven De Los Santos,DOM,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3652.7,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thierry Payet,SEY,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3684.5,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Army Pal,IND,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3686.1,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davit Sikharulidze,GEO,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3892.1,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
