athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Logan Fontaine,FRA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3089.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc-Antoine Olivier,FRA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3089.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domenico Acerenza,ITA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3090.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,HUN,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3090.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregorio Paltrinieri,ITA,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3091.7,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Betlehem,HUN,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3094.8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athanasios Kynigakis,GRE,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3096.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Klemet,GER,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3096.4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florian Wellbrock,GER,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3096.7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paulo Strehlke Delgado,MEX,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3096.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Hedlin,CAN,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3099.1,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Farinango,ECU,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3100.4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheng-Chi Cho,TPE,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3108.1,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piotr Wozniak,POL,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3116.5,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Straka,CZE,02/07/2024,FINA World Championships,"Doha, QAT",5.0,NW,Neutral,76.0,3116.9,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
