athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Axel Reymond,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenii Drattcev,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chip Peterson,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gergely Gyurta,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergey Bolshakov,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soren Dellef Meissner,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Enderica,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yohsuke Miyamoto,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahar Resman,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuval Safra,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matej Kozubek,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiki Nonaka,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Bertola,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Brazier,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Colonese,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haythem Abdelkhalek,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saleh Mohammad,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenessary Kenenbayev,,07/21/2017,FINA World Championships,"Budapest, HUN",25.0,NW,Neutral,28.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
