athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Lijun Zu,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6738.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6740.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Enderica Ochoa,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6742.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenii Drattcev,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6742.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ous Mellouli,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6744.8,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Nagy,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6744.8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrod Poort,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6744.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6745.4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Huitenga,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6748.1,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasunari Hirai,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6751.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Ho,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6751.6,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventsislav Aydarski,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6752.3,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esteban Enderica Salgado,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6762.4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Papp,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6762.4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Arroyo,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6764.6,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirill Abrosimov,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6766.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yohsuke Miyamoto,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6768.7,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erwin Maldonado,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6769.1,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kane Rae Francis Radford,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6772.8,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Chervynskiy,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6774.4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Micka,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6774.4,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuyi Liu,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6779.6,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Bertola,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6785.4,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6831.2,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Blaum,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6833.1,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arturo Perez Vertti Ferrer,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6851.1,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustavo Gutierrez,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6852.6,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Gil,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6853.4,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mateusz Sawrymowicz,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6853.4,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6855.3,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marwan Elamrawy,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6856.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Delgadillo,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6858.8,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davy Billiau,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6859.2,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Ryan,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6867.2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krzysztof Pielowski,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6869.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vasco Gaspar,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6870.5,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Snitko,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6871.4,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthias Schweinzer,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6881.5,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troyden Prinsloo,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6882.9,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuval Safra,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6923.5,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Bryan,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,6927.7,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haythem Abdelkhalek,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,7012.5,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pol Gil,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,7013.5,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Kutnik,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,7104.7,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamas Farkas,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,7119.2,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Lowe,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,7315.4,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oskar Nordstrand,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,7315.4,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
