athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Marc-Antoine Olivier,FRA,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6476.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domenico Acerenza,ITA,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6478.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcello Guidi,ITA,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6481.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Betlehem,HUN,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6484.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sanzullo,ITA,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6485.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sloman,AUS,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6487.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregorio Paltrinieri,ITA,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6487.3,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Lee,AUS,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6489.6,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bailey Armstrong,AUS,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6490.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Wilson,AUS,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6494.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Manzi,ITA,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6494.1,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,ITA,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6495.8,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Patrick Robinson,GBR,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6496.5,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matan Roditi,ISR,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6498.8,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Aubry,FRA,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6500.4,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert William Bonsall,AUS,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6507.8,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,NED,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6516.5,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Vanhuys,BEL,03/18/2023,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,44.0,6517.4,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
