athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Edoardo Stochino,,07/28/2018,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,15.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Desharnais,,07/28/2018,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,15.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Studzinski,,07/28/2018,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,15.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,,07/28/2018,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,15.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edouard Lehoux,,07/28/2018,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,15.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Deegan,,07/28/2018,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,15.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Enderica,,07/28/2018,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,15.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Blaum,,07/28/2018,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,15.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquiles Balaudo,,07/28/2018,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,15.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Ilievski,,07/28/2018,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,15.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Pouliot,,07/28/2018,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,15.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquin Moreno,,07/28/2018,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,15.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
