athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Nathan Hughes,GBR,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6554.3,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esteban Enderica Salgado,ECU,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6560.4,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Giovannoni,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6563.2,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matan Roditi,ISR,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6563.3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaiki Furuhata,JPN,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6563.4,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Hercog,AUT,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6565.1,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Straka,CZE,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6565.4,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Martinez,ESP,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6566.6,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ondrej Zach,CZE,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6567.2,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Patrick Robinson,GBR,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6568.1,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filippo Rinaldi,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6569.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiziano Tripodi,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6575.9,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alejandro Puebla Martinez,ESP,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6579.1,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea D'Agostino,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6596.8,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Langner,GER,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6650.8,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davide Marchello,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6669.1,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,BRA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6678.2,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Ivo Cassini,ARG,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6723.1,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernardo Gavioli,BRA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6724.9,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francesco Ghettini,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6725.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elliot Sodemann,SWE,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6725.1,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Karl,AUT,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6727.5,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonatan Ahdut,ISR,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6750.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Schreiber,SUI,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6781.4,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alessio Sartoretto,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6807.2,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niccolo Ricciardi,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6856.2,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Lamar,USA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6885.1,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Heron,USA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6889.1,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomas Peciar,SVK,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6925.2,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Nemec,CZE,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6979.8,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheng-Chi Cho,TPE,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,7006.7,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vincenzo Del Vecchio,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,7074.2,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matheus Melecchi,BRA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,7127.7,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Sin Chin Ting,HKG,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,7152.7,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Ruffini,BRA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,7179.3,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziv Cohen,ISR,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,7179.8,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Yan Thorley,HKG,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,7182.4,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
