athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Marc-Antoine Olivier,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sloman,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferry Weertman,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bailey Armstrong,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Graeme Edwards,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayden Paul Cotter,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuval Safra,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenii Drattcev,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiabao An,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirill Abrosimov,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongyi Qiao,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Szekelyi,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Ho,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Colonese,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elliot Sodemann,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahar Resman,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Rollo,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepijn Smits,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danie Marais,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Papp,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziyang Zhang,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Galicz,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunze Wang,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reilly Kennedy,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Verani,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Jedel,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuyi Liu,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Seidler,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idan Mordel,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gong Cheng,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levente Selmeci,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Bachmann,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Payet,,05/12/2019,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,55.0,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
