athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Damian Blaum,,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57.0,NW,Neutral,12.0,30496.14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edoardo Stochino,,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57.0,NW,Neutral,12.0,30830.43,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57.0,NW,Neutral,12.0,30830.75,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ercoli,,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57.0,NW,Neutral,12.0,31288.53,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matheus Emerim Evangelista,,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57.0,NW,Neutral,12.0,31392.93,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edouard Lehoux,,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57.0,NW,Neutral,12.0,32774.19,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquiles Balaudo,,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57.0,NW,Neutral,12.0,33037.68,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matias Diaz Hernandez,,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57.0,NW,Neutral,12.0,33288.49,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Ilievski,,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57.0,NW,Neutral,12.0,33376.1,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samir Botelho Barel,,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57.0,NW,Neutral,12.0,33786.88,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luciano Seguardo,,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57.0,NW,Neutral,12.0,34007.38,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matias Aguirre,,02/05/2017,FINA Grand Prix,"Santa Fe, ARG",57.0,NW,Neutral,12.0,34467.55,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
