athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Kristof Rasovszky,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fares Zitouni,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Verani,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Masse-Savard,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Matte,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandre Finco,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Blaum,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lars Bottelier,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Ponte,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Pouliot,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edouard Belanger,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Wright,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethan Phullips,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryley Mcrae,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxime Gagnon,,07/21/2019,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,19.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
