athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Jack Burnell,,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,72.0,6354.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferry Weertman,,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,72.0,6354.9,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Aubry,,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,72.0,6355.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc-Antoine Olivier,,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,72.0,6355.1,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,72.0,6355.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirill Abrosimov,,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,72.0,6358.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federico Vanelli,,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,72.0,6360.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,72.0,6360.4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,72.0,6360.6,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,72.0,6362.1,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caleb Hughes,,03/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,72.0,6365.9,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
