athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Florian Wellbrock,GER,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3168.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregorio Paltrinieri,ITA,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3172.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mykhailo Romanchuk,UKR,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3193.9,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domenico Acerenza,ITA,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3202.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc-Antoine Olivier,FRA,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3206.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Fontaine,FRA,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3223.2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Betlehem,HUN,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3262.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Lee,AUS,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3268.2,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,HUN,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3268.3,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sloman,AUS,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3268.4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brennan Gravley,USA,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3268.4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
