athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Athanasios Kynigakis,GRE,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3272.8,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Frach,GER,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3325.5,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Manuel Morales,COL,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3381.2,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Lamar,USA,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3381.7,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taishin Minamide,JPN,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3382.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rui Meng,CHN,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3384.2,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaiki Furuhata,JPN,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3384.6,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junbohang Zhao,CHN,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3386.5,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emir Batur Albayrak,TUR,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3387.1,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Hanson Almeida,BRA,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3387.7,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Arteiro,BRA,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3388.4,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Hercog,AUT,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3388.7,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheng-Chi Cho,TPE,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3388.9,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ondrej Zach,CZE,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3388.9,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimitrios Markos,GRE,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3390.8,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamas Farkas,SRB,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3390.9,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connor Buck,RSA,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3399.6,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruan Breytenbach,RSA,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3474.9,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Alcivar,ECU,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3485.3,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomas Peciar,SVK,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3500.4,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matej Kozubek,CZE,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3501.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Axon,CAN,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3501.5,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,KAZ,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3554.5,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burhanettin Hacisagir,TUR,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3575.2,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lev Cherepanov,KAZ,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3578.2,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chin Ting Keith Sin,HKG,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3578.4,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Yan Thorley,HKG,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3582.6,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pei-Chi Cho,TPE,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3582.7,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arturo Perez Vertti Ferrer,MEX,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3583.5,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximiliano Paccot,URU,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3583.6,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artyom Lukasevits,SGP,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3583.6,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeison Rojas,CRC,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3585.4,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritchie Oh,SGP,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3594.5,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minseok Kim,KOR,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3599.2,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colin Babbitt,ECU,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3610.8,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grgo Mujan,CRO,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3611.7,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Pinotes,ANG,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3615.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changmin Lee,KOR,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3617.9,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton-Theo Girlin,EST,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3897.1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Reyes,GUA,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,3949.2,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaime Arevalo,BOL,06/27/2022,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,61.0,4062.1,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
