athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Marc-Antoine Olivier,FRA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6586.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,GER,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6599.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florian Wellbrock,GER,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6599.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fares Zitouni,FRA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6600.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregorio Paltrinieri,ITA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6601.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcello Guidi,ITA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6601.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayden Paul Cotter,AUS,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6601.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferry Weertman,NED,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6602.6,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Burnell,GBR,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6603.1,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hector Thomas Cheal Pardoe,GBR,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6603.6,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirill Abrosimov,RUS,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6605.6,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,ITA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6606.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Frach,GER,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6606.9,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sanzullo,ITA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6607.5,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,ITA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6607.5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bailey Armstrong,AUS,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6607.5,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Graeme Edwards,AUS,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6607.6,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Reymond,FRA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6607.9,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esteban Enderica Salgado,ECU,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6608.1,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Farinango,ECU,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6608.1,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepijn Smits,NED,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6608.1,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Campos,POR,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6608.3,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Martinez,ESP,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6608.4,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clement Batte,FRA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6609.1,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sloman,AUS,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6609.5,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Manzi,ITA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6610.9,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,KAZ,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6611.3,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,GER,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6611.6,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athanasios Kynigakis,GRE,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6611.7,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasquale Sanzullo,ITA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6611.7,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Castro,ECU,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6611.8,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Szekelyi,HUN,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6612.2,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alessio Occhipinti,ITA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6612.3,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soeren Meissner,GER,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6612.9,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Galicz,HUN,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6613.2,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taishin Minamide,JPN,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6613.9,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Betlehem,HUN,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6614.7,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Keber,GER,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6614.7,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillem Pujol,ESP,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6616.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexis Vandevelde,FRA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6620.4,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krzysztof Pielowski,POL,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6620.7,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Gil,POR,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6621.1,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Rollo,AUS,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6621.2,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jules Wallart,FRA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6621.9,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Verani,ITA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6623.2,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francesco Ghettini,ITA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6624.3,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Huszti,HUN,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6627.4,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riku Kuwazoe,JPN,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6645.9,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lev Cherepanov,KAZ,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6657.1,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastien Dureux,FRA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6658.9,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elliot Sodemann,SWE,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6661.5,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Chervynskiy,UKR,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6667.7,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takeshi Toyoda,JPN,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6670.7,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Ivo Cassini,ARG,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6675.8,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enzo Kihara,BRA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6680.3,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Hercog,AUT,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6681.5,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,MKD,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6685.2,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Wilson,AUS,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6700.6,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo Ouabdesselam,FRA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6701.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,NED,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6710.6,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacha Velly,FRA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6720.8,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federico Salghetti-Drioli,SUI,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6724.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Joly,FRA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6724.6,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,HUN,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6728.9,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clement Kukla,FRA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6752.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,BRA,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6804.3,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daigo Wada,JPN,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6897.6,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matej Kozubek,CZE,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6968.6,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmed Hafnaoui,TUN,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,6968.8,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiki Nonaka,JPN,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,7065.3,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathieu Mathy Ben Rahou,MAR,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,7078.1,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Khalil Ben Ajmia,TUN,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,7188.6,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matias Cordero,ECU,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,7288.4,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grgo Mujan,CRO,02/15/2020,FINA World Cup,"Doha, QAT",10.0,NW,Neutral,82.0,7690.5,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
