athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Guillermo Bertola,,07/29/2017,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,13.0,22763.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippe Guertin,,07/29/2017,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,13.0,22767.9,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,,07/29/2017,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,13.0,22770.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Desharnais,,07/29/2017,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,13.0,22778.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Studzinski,,07/29/2017,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,13.0,22778.9,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Blaum,,07/29/2017,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,13.0,22800.2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edoardo Stochino,,07/29/2017,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,13.0,22960.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edouard Lehoux,,07/29/2017,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,13.0,22988.3,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bertrand Venturi,,07/29/2017,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,13.0,23143.2,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Ilievski,,07/29/2017,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,13.0,23655.1,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matheus Emerim Evangelista,,07/29/2017,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,13.0,24092.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquiles Balaudo,,07/29/2017,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,13.0,24326.1,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davy Billiau,,07/29/2017,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,13.0,25229.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
