athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Kristof Rasovszky,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5390.97,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5392.97,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Manzi,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5399.06,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5400.06,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5400.33,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federico Vanelli,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5401.72,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferry Weertman,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5402.33,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5408.19,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caleb Hughes,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5408.69,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepijn Smits,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5408.98,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5409.17,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Patrick Robinson,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5409.4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5411.06,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5415.15,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuval Safra,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5419.48,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasunari Hirai,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5423.4,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5424.45,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Huitenga,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5424.8,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Studzinski,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5425.04,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krzysztof Pielowski,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5427.14,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Enderica Ochoa,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5429.99,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Bertola,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5430.45,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquin Moreno,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5442.72,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yohsuke Miyamoto,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5448.5,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Armijos,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5472.4,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Urbaniak,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5489.04,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiki Nonaka,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5499.49,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yosuke Aoki,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5501.14,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elliot Sodemann,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5541.06,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shai Toledano,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5546.83,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Enderica,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5564.33,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Farinango,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5588.33,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nico Manoussakis,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5590.66,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Ponte,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5595.53,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Signorini,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5597.96,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Gil,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5601.66,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandre Coutinho,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5643.28,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Paula Carvalho,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5711.53,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5771.48,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Pinotes,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,5774.12,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zedheir Torrez,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,6146.21,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allessio Matarazzo,,06/24/2017,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,46.0,6205.92,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
