athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Mark Papp,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Arroyo,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirill Abrosimov,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yohsuke Miyamoto,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erwin Maldonado,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kane Rae Francis Radford,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Chervynskiy,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Micka,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuyi Liu,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Bertola,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Blaum,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arturo Perez Vertti Ferrer,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustavo Gutierrez,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Gil,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mateusz Sawrymowicz,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marwan Elamrawy,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Delgadillo,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davy Billiau,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Ryan,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krzysztof Pielowski,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vasco Gaspar,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Snitko,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthias Schweinzer,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troyden Prinsloo,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuval Safra,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Bryan,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haythem Abdelkhalek,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pol Gil,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Kutnik,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamas Farkas,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Lowe,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oskar Nordstrand,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soon Choy Kevin Yeap,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youssef Hossameldeen Khalil Hossameldeen,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenessary Kenenbayev,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singha Chau,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chin Ting Keith Sin,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Said Saber,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
