athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Lijun Zu,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Enderica Ochoa,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenii Drattcev,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ous Mellouli,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Nagy,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrod Poort,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Huitenga,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasunari Hirai,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Ho,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventsislav Aydarski,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esteban Enderica Salgado,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,61.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
