athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Kristof Rasovszky,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,6957.53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sanzullo,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,6982.33,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Burnell,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,6983.22,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferry Weertman,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,6989.02,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,6998.01,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,6999.96,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepijn Smits,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7001.46,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7002.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Martinez,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7002.1,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sloman,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7002.38,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raul Santiago Betancor,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7002.44,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan Casey,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7003.7,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Verani,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7003.79,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7009.39,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7009.87,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soren Dellef Meissner,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7011.48,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7011.69,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandre Finco,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7017.73,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bailey Armstrong,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7026.24,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Heron,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7026.9,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7033.01,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7035.08,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Huitenga,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7038.26,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Chervynskiy,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7038.8,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuval Safra,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7052.51,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Patrick Robinson,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7058.39,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Manzi,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7095.11,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elliot Sodemann,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7096.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pol Gil,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7114.16,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Brandl,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7115.75,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Campos,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7116.08,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Ponte,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7116.5,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Rollo,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7116.6,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shai Toledano,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7157.82,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Signorini,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7167.8,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventsislav Aydarski,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7195.39,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yohsuke Miyamoto,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7196.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Herwig,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7216.67,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiabao An,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7218.61,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Gil,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7224.75,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Jedel,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7259.63,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Scott,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7262.44,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Cheng,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7387.03,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquiles Balaudo,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7388.8,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Paula Carvalho,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7462.42,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marwan Elamrawy,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7488.07,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunze Wang,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7556.61,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yosuke Aoki,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,7747.78,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenessary Kenenbayev,,06/09/2018,FINA World Cup,"Setubal, POR",10.0,NW,Neutral,49.0,8087.49,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
