athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Csaba Gercsak,HUN,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3431.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Monasterio,VEN,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3435.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artem Podyakov,RUS,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3448.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Kaufmann,USA,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3456.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrod Ballem,CAN,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Warkentin,USA,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3459.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakub Fichtl,CZE,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3459.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Nogueira Montero,ESP,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3462.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Pereira,BRA,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3462.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Ho,RSA,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3460.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kane Radford,NZL,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3466.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balazs Gercsak,HUN,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hu Di,CHN,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3472.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luiz Lima,BRA,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petar Stoychev,BUL,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3611.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tihomir Ivanchev,BUL,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3803.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Enderica,ECU,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3803.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurt Niehaus,CRC,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3804.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto Penailillo Garcia,CHI,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esteban Enderica Salgado,ECU,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,3814.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamel Emilio Tejeda Contreras,DOM,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,4228.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seraj Mouloud,LBA,03/18/2007,FINA World Championships,"Melbourne, AUS",5.0,NW,Neutral,39.0,5104.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
