athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Marc-Antoine Olivier,FRA,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6553.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,HUN,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6553.8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Frach,GER,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6556.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Manzi,ITA,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6558.1,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sloman,AUS,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6558.3,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Betlehem,HUN,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6561.2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Verani,ITA,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6593.8,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Martinez,ESP,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6595.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bailey Armstrong,AUS,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6597.3,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,ITA,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6599.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenii Drattcev,RUS,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6600.1,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matan Roditi,ISR,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6600.6,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,BRA,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6600.9,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillem Pujol,ESP,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6601.1,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,NED,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6601.7,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lars Bottelier,NED,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6602.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Hercog,AUT,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6604.4,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vincent Crooijmans,NED,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6604.9,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,BRA,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6669.2,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ido Gal,ISR,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6672.9,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sander Crooijmans,NED,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6672.9,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Thomas Mckay,CAN,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6782.4,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziv Cohen,ISR,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,6905.5,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoav Parvar,ISR,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,7417.6,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yaron Mantin,ISR,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,7582.5,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuval Krelman,ISR,12/12/2021,FINA World Cup,"Eilat, ISR",10.0,NW,Neutral,48.0,7849.7,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
