athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Francesco Ghettini,,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edoardo Stochino,,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Bianchi,,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Studzinski,,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquin Moreno,,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Blaum,,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Enderica,,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artur Pedroza,,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Desharnais,,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Ilievski,,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquiles Balaudo,,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luciano Segurado,,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matias Diaz Hernandez,,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arseny Beketov,,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
