athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Alex Meyer,,06/30/2016,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,16.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edoardo Stochino,,06/30/2016,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,16.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomi Stefanovski,,06/30/2016,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,16.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edouard Lehoux,,06/30/2016,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,16.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,,06/30/2016,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,16.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquiles Balaudo,,06/30/2016,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,16.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bertrand Venturi,,06/30/2016,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,16.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Desharnais,,06/30/2016,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,16.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Ilievski,,06/30/2016,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,16.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Pouliot,,06/30/2016,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,16.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Pastor,,06/30/2016,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,16.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Theroux,,06/30/2016,FINA Grand Prix,"Roberval, CAN",32.0,NW,Neutral,16.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
