athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Simone Ruffini,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,6971.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federico Vanelli,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,6973.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hau-Li Fan,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,6977.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,6977.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,6978.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,6979.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,7009.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Weinberger,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,7009.2,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soren Dellef Meissner,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,7011.3,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Masse-Savard,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,7012.3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Huitenga,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,7013.7,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Bertola,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,7028.6,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasunari Hirai,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,7030.9,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Deegan,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,7034.4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davy Billiau,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,7038.6,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Ponte,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,7061.1,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremias Munoz,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,7404.6,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edouard Belanger,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,7592.8,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Eric Salinas,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,8023.3,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antoine Chatelain-Laflamme,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,8101.5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Lortie,,07/27/2017,FINA World Cup,"Roberval, CAN",10.0,NW,Neutral,27.0,8352.8,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
