athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Sharon Van Rouwendaal,NED,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3525.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3529.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceane Cassignol,FRA,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3531.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lara Grangeon De Villele,FRA,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3536.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonie Beck,GER,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3537.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginevra Taddeucci,ITA,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3537.8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeannette Spiwoks,GER,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3539.4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelica Andre,POR,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3540.3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Pozzobon,ITA,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3540.4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johanna Enkner,AUT,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3644.8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3646.1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valeriia Ermakova,RUS,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3646.4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekaterina Sorokina,RUS,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3647.3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mira Szimcsak,HUN,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3647.9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Vas,HUN,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3648,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenka Sterbova,CZE,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3651.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofia Kolesnikova,RUS,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3651.8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julie Pleskotova,CZE,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3725.9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Giannopoulou Nefeli,GRE,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3733.1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laerke Toft Ruby,DEN,5/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,4019.3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
end,,,2021_05_12_Budapest_5km_W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Van Rouwendaal,NED,5/13/2021,European Championships,"Budapest, HUN",10,NW,Neutral,25,7152.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,5/13/2021,European Championships,"Budapest, HUN",10,NW,Neutral,25,7153,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachele Bruni,ITA,5/13/2021,European Championships,"Budapest, HUN",10,NW,Neutral,25,7155.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paula Ruiz Bravo,ESP,5/13/2021,European Championships,"Budapest, HUN",10,NW,Neutral,25,7155.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,5/13/2021,European Championships,"Budapest, HUN",10,NW,Neutral,25,7156.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
