athlete_name,country,date,event,location,distance,current_type,temp,field_size,time,place,,,
Soren Dellef Meissner,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,7,,,
Matteo FURLAN,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,8,,,
Allan DO CARMO,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,9,,,
Kai Graeme EDWARDS,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,10,,,
Christian REICHERT,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,11,,,
Fernando PONTE,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,12,,,
Tobias Patrick ROBINSON,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,13,,,
Zhongyi QIAO,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,14,,,
Marcel SCHOUTEN,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,15,,,
Hayden Paul COTTER,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,16,,,
Vitaliy KHUDYAKOV,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,17,,,
Marcus HERWIG,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,18,,,
Shuyi LIU,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,19,,,
James OTLEY-DOE,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,20,,,
William Yan THORLEY,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,21,,,
Lu LIU,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,22,,,
Elliot SODEMANN,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,23,,,
Reilly KENNEDY,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,24,,,
Ziyang ZHANG,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,25,,,
Junbohang ZHAO,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,26,,,
Yunze WANG,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,27,,,
Wei Jun SU,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,28,,,
Bozhao ZHANG,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,29,,,
Ruoyu WANG,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,30,,,
Gong CHENG,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,31,,,
Zi Ce PEI,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,32,,,
Suebsakul KUMTON,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,33,,,
Chin Ting Keith SIN,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,34,,,
Nattapon INTARATCHAIKIJ,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,35,,,
Chak Fung LAM,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,36,,,
Chun Hin HUI,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,37,,,
Siwat MATANGKAPONG,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,38,,,
Kenessary KENENBAYEV,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,39,,,
Abdelrahman MOHAMED,,9/16/2018,FINA World Cup,"Chun'An, CHN",10,No Current,Neutral,42,,40,,,
end,,,2018_09_16_Chun'An_10km,,,,,,,0,,,
Florian WELLBROCK,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,1,,,
Gregorio PALTRINIERI,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,2,,,
Kristof RASOVSZKY,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,3,,,
Marc-Antoine OLIVIER,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,4,,,
Mario SANZULLO,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,5,,,
Andreas WASCHBURGER,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,6,,,
Ferry WEERTMAN,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,7,,,
Rob MUFFELS,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,8,,,
Axel REYMOND,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,9,,,
Logan FONTAINE,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,10,,,
Andrea MANZI,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,11,,,
Jack BURNELL,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,12,,,
Simone RUFFINI,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,13,,,
Christian REICHERT,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,14,,,
Marcel SCHOUTEN,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,15,,,
Matteo FURLAN,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,16,,,
Soren Dellef Meissner,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,17,,,
Tobias Patrick ROBINSON,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,18,,,
Alberto MARTINEZ,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,19,,,
Romain BERAUD,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,20,,,
Diogo VILLARINHO,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,21,,,
Danie MARAIS,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,22,,,
Pepijn SMITS,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,23,,,
Niklas FRACH,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,24,,,
Raul SANTIAGO BETANCOR,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,25,,,
Matej KOZUBEK,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,26,,,
Vitaliy KHUDYAKOV,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,27,,,
Alexis VANDEVELDE,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,28,,,
Chad HO,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,29,,,
Krzysztof PIELOWSKI,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,30,,,
Rafael GIL,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,31,,,
Taishin MINAMIDE,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,32,,,
Marcus HERWIG,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,33,,,
Kirill BELYAEV,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,34,,,
Fernando PONTE,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,35,,,
Jean-Baptiste CLUSMAN,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,36,,,
Guillem PUJOL,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,37,,,
Hau-Li FAN,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,38,,,
Elliot SODEMANN,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,39,,,
Clement KUKLA,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,40,,,
Jon Thomas MCKAY,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,41,,,
Yosuke AOKI,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,42,,,
Ruoyu WANG,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,43,,,
Aubin COCCORDANO,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,44,,,
Allan DO CARMO,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,45,,,
Jiabao AN,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,46,,,
Riku KUWAZOE,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,47,,,
Enzo ROLDAN MUNOZ,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,48,,,
Chris DEEGAN,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,49,,,
Vit INGEDULD,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,50,,,
Pol GIL,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,51,,,
Christian KEBER,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,52,,,
Nicholas ROLLO,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,53,,,
Takeshi TOYODA,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,54,,,
Igor CHERVYNSKIY,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,55,,,
William Yan THORLEY,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,56,,,
Mohamed MOSELHY,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,57,,,
Yunze WANG,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,58,,,
Naim MOKHFI,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,59,,,
Long CHENG,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,60,,,
Bozhao ZHANG,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,61,,,
Eric HEDLIN,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,62,,,
Lev CHEREPANOV,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,63,,,
Fernando BETANZOS,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,64,,,
Rui MENG,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,65,,,
Galymzhan BALABEK,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,66,,,
Hao Han WANG,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,67,,,
Kenessary KENENBAYEV,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,68,,,
Timotius MULYADI,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,69,,,
Chak Fung LAM,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,70,,,
Ching Leung Sunny POON,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,71,,,
Tsz Fung TSE,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,72,,,
Damien PAYET,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,73,,,
Gavin Akbar DHARMAWAN,,11/9/2018,FINA World Cup,"Abu Dhabi, UAE",10,No Current,Neutral,83,,74,,,
end,,,2018_11_09_AbuDhabi_10km,,,,,,,0,,,
Francesco GHETTINI,,2/3/2019,FINA Grand Prix,"Santa Fe, ARG",15,Current,Neutral,22,,1,,,
Simone ERCOLI,,2/3/2019,FINA Grand Prix,"Santa Fe, ARG",15,Current,Neutral,22,,2,,,
Edoardo STOCHINO,,2/3/2019,FINA Grand Prix,"Santa Fe, ARG",15,Current,Neutral,22,,3,,,
Evgenij POP ACEV,,2/3/2019,FINA Grand Prix,"Santa Fe, ARG",15,Current,Neutral,22,,4,,,
Matheus EMERIM EVANGELISTA,,2/3/2019,FINA Grand Prix,"Santa Fe, ARG",15,Current,Neutral,22,,5,,,
Damian BLAUM,,2/3/2019,FINA Grand Prix,"Santa Fe, ARG",15,Current,Neutral,22,,6,,,
Santiago ENDERICA,,2/3/2019,FINA Grand Prix,"Santa Fe, ARG",15,Current,Neutral,22,,7,,,
Matias DIAZ HERNANDEZ,,2/3/2019,FINA Grand Prix,"Santa Fe, ARG",15,Current,Neutral,22,,8,,,
Aquiles BALAUDO,,2/3/2019,FINA Grand Prix,"Santa Fe, ARG",15,Current,Neutral,22,,9,,,
Aleksandar ILIEVSKI,,2/3/2019,FINA Grand Prix,"Santa Fe, ARG",15,Current,Neutral,22,,10,,,
Santiago PETRUCCI,,2/3/2019,FINA Grand Prix,"Santa Fe, ARG",15,Current,Neutral,22,,11,,,
Fausto Emanuel BRONDO,,2/3/2019,FINA Grand Prix,"Santa Fe, ARG",15,Current,Neutral,22,,12,,,
end,,,2019_02_03_SantaFe_15km,,,,,,,0,,,
Franco Ivo CASSINI,,2/9/2019,FINA Grand Prix,"Rosario, ARG",15,Current,Neutral,24,,1,,,
Joaquin MORENO,,2/9/2019,FINA Grand Prix,"Rosario, ARG",15,Current,Neutral,24,,2,,,
Simone ERCOLI,,2/9/2019,FINA Grand Prix,"Rosario, ARG",15,Current,Neutral,24,,3,,,
Francesco GHETTINI,,2/9/2019,FINA Grand Prix,"Rosario, ARG",15,Current,Neutral,24,,4,,,
Evgenij POP ACEV,,2/9/2019,FINA Grand Prix,"Rosario, ARG",15,Current,Neutral,24,,5,,,
Edoardo STOCHINO,,2/9/2019,FINA Grand Prix,"Rosario, ARG",15,Current,Neutral,24,,6,,,
Damian BLAUM,,2/9/2019,FINA Grand Prix,"Rosario, ARG",15,Current,Neutral,24,,7,,,
Aquiles BALAUDO,,2/9/2019,FINA Grand Prix,"Rosario, ARG",15,Current,Neutral,24,,8,,,
Aleksandar ILIEVSKI,,2/9/2019,FINA Grand Prix,"Rosario, ARG",15,Current,Neutral,24,,9,,,
Matheus EMERIM EVANGELISTA,,2/9/2019,FINA Grand Prix,"Rosario, ARG",15,Current,Neutral,24,,10,,,
Santiago PETRUCCI,,2/9/2019,FINA Grand Prix,"Rosario, ARG",15,Current,Neutral,24,,11,,,
Matias DIAZ HERNANDEZ,,2/9/2019,FINA Grand Prix,"Rosario, ARG",15,Current,Neutral,24,,12,,,
Franco GAMARRA,,2/9/2019,FINA Grand Prix,"Rosario, ARG",15,Current,Neutral,24,,13,,,
end,,,2019_02_09_Rosario_15km,,,,,,,0,,,
Florian WELLBROCK,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,1,,,
Kristof RASOVSZKY,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,2,,,
Jordan WILIMOVSKY,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,3,,,
Gregorio PALTRINIERI,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,4,,,
Kai Graeme EDWARDS,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,5,,,
Rob MUFFELS,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,6,,,
Nicholas SLOMAN,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,7,,,
Andreas WASCHBURGER,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,8,,,
Soren Dellef Meissner,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,9,,,
Brendan CASEY,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,10,,,
Christian REICHERT,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,11,,,
Jack BURNELL,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,12,,,
Bailey ARMSTRONG,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,13,,,
Logan VANHUYS,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,14,,,
Matteo FURLAN,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,15,,,
Simone RUFFINI,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,16,,,
Allan DO CARMO,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,17,,,
Guillem PUJOL,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,18,,,
Tobias Patrick ROBINSON,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,19,,,
Alberto MARTINEZ,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,20,,,
Jiabao AN,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,21,,,
Hau-Li FAN,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,22,,,
Andrea BIANCHI,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,23,,,
Hayden Paul COTTER,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,24,,,
Daniel SZEKELYI,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,25,,,
Victor COLONESE,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,26,,,
Niklas FRACH,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,27,,,
Pol GIL,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,28,,,
Diogo VILLARINHO,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,29,,,
Dario VERANI,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,30,,,
Esteban ENDERICA SALGADO,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,31,,,
Gordon John MASON,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,32,,,
Athanasios KYNIGAKIS,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,33,,,
David BRANDL,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,34,,,
Marcus HERWIG,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,35,,,
Mark PAPP,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,36,,,
Ruoyu WANG,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,37,,,
Yohsuke MIYAMOTO,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,38,,,
Brennan GRAVLEY,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,39,,,
Tiago CAMPOS,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,40,,,
Peter GALICZ,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,41,,,
David HERON,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,42,,,
Raul SANTIAGO BETANCOR,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,43,,,
David FARINANGO,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,44,,,
Vitaliy KHUDYAKOV,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,45,,,
Fernando PONTE,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,46,,,
Yunze WANG,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,47,,,
Yosuke AOKI,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,48,,,
Elliot SODEMANN,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,49,,,
Eric HEDLIN,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,50,,,
Riku KUWAZOE,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,51,,,
Bozhao ZHANG,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,52,,,
Nicolas MASSE-SAVARD,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,53,,,
Rafael GIL,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,54,,,
Christian KEBER,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,55,,,
Igor CHERVYNSKIY,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,56,,,
David CASTRO,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,57,,,
Jon Thomas MCKAY,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,58,,,
Zhongyi QIAO,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,59,,,
Cheng-Chi CHO,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,60,,,
Takeshi TOYODA,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,61,,,
Taiki NONAKA,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,62,,,
Federico SALGHETTI-DRIOLI,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,63,,,
Lev CHEREPANOV,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,64,,,
Evgenij POP ACEV,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,65,,,
Jose PAULA CARVALHO,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,66,,,
Levente SELMECI,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,67,,,
Galymzhan BALABEK,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,68,,,
Kai-Wen TSENG,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,69,,,
Tzu-Cheng LIAO,,2/16/2019,FINA World Cup,"Doha, QAT",10,No Current,Neutral,83,,70,,,
end,,,2019_02_16_Doha_10km,,,,,,,0,,,
Marc-Antoine OLIVIER,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,1,,,
Nicholas SLOMAN,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,2,,,
Kristof RASOVSZKY,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,3,,,
Ferry WEERTMAN,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,4,,,
Bailey ARMSTRONG,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,5,,,
Kai Graeme EDWARDS,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,6,,,
Hayden Paul COTTER,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,7,,,
Matteo FURLAN,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,8,,,
Yuval SAFRA,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,9,,,
Evgenii DRATTCEV,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,10,,,
Jiabao AN,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,11,,,
Kirill ABROSIMOV,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,12,,,
Zhongyi QIAO,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,13,,,
Daniel SZEKELYI,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,14,,,
Allan DO CARMO,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,15,,,
Andreas WASCHBURGER,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,16,,,
Chad HO,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,17,,,
Victor COLONESE,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,18,,,
Elliot SODEMANN,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,19,,,
Shahar RESMAN,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,20,,,
Nicholas ROLLO,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,21,,,
Pepijn SMITS,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,22,,,
Marcel SCHOUTEN,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,23,,,
Danie MARAIS,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,24,,,
Mark PAPP,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,25,,,
Ziyang ZHANG,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,26,,,
Peter GALICZ,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,27,,,
Yunze WANG,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,28,,,
Reilly KENNEDY,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,29,,,
Dario VERANI,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,30,,,
Christopher JEDEL,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,31,,,
Shuyi LIU,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,32,,,
Phillip SEIDLER,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,33,,,
Idan MORDEL,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,34,,,
Gong CHENG,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,35,,,
Levente SELMECI,,5/12/2019,FINA World Cup,"Seychelles, SEY",10,No Current,Neutral,55,,36,,,
