date,rank,rating
01/01/2017,8,0.0382295536702657
01/02/2017,8,0.0382245454854113
01/03/2017,8,0.0382195136435748
01/04/2017,8,0.0382144580060075
01/05/2017,8,0.03820937843345
01/06/2017,8,0.0382042747861473
01/07/2017,8,0.0381991469238646
01/08/2017,8,0.0381939947059038
01/09/2017,8,0.0381888179911211
01/10/2017,8,0.0381836166379457
01/11/2017,8,0.0381783905043989
01/12/2017,8,0.0381731394481147
01/13/2017,8,0.038167863326361
01/14/2017,8,0.0381625619960624
01/15/2017,8,0.0381572353138236
01/16/2017,8,0.0381518831359539
01/17/2017,8,0.0381465053184939
01/18/2017,8,0.0381411017172418
01/19/2017,8,0.0381356721877827
01/20/2017,8,0.0381302165855176
01/21/2017,8,0.0381247347656956
01/22/2017,8,0.0381192265834461
01/23/2017,8,0.0381136918938129
01/24/2017,8,0.0381081305517903
01/25/2017,8,0.0381025424123604
01/26/2017,8,0.0380969273305326
01/27/2017,8,0.038091285161384
01/28/2017,8,0.0380856157601027
01/29/2017,8,0.0380799189820324
01/30/2017,8,0.0380741946827188
01/31/2017,8,0.0380684427179591
02/01/2017,8,0.0380626629438524
02/02/2017,8,0.038056855216853
02/03/2017,8,0.0380510193938266
02/04/2017,8,0.0379135258358313
02/05/2017,9,0.0351988990990751
02/06/2017,9,0.0351919419903167
02/07/2017,9,0.0351849370826535
02/08/2017,9,0.0351778838667442
02/09/2017,9,0.0351707818256541
02/10/2017,9,0.0351636304347037
02/11/2017,9,0.0351564291613143
02/12/2017,9,0.0351491774648492
02/13/2017,9,0.035141874796451
02/14/2017,9,0.0351345205988742
02/15/2017,9,0.0351271143063135
02/16/2017,9,0.0351196553442283
02/17/2017,9,0.0351121431291611
02/18/2017,9,0.0351045770685526
02/19/2017,9,0.03509695656055
02/20/2017,9,0.0350892809938121
02/21/2017,9,0.035081549747307
02/22/2017,9,0.0350737621901057
02/23/2017,9,0.0350659176811693
02/24/2017,9,0.0350569137118812
02/25/2017,9,0.035048944935915
02/26/2017,9,0.0350409171507664
02/27/2017,9,0.0350328296716954
02/28/2017,9,0.0350246818026736
03/01/2017,9,0.0350164728361309
03/02/2017,9,0.035008202052696
03/03/2017,9,0.0349998687209282
03/04/2017,9,0.034991472097042
03/05/2017,9,0.0349830114246226
03/06/2017,9,0.0349744859343334
03/07/2017,9,0.0349658948436143
03/08/2017,9,0.0349572373563702
03/09/2017,9,0.0349485126626512
03/10/2017,9,0.0349397199383206
03/11/2017,8,0.0292338716952031
03/12/2017,8,0.0292223143011107
03/13/2017,8,0.029210680236614
03/14/2017,8,0.0291989686884117
03/15/2017,8,0.0291871788305091
03/16/2017,8,0.0291753098239348
03/17/2017,8,0.0291633608164487
03/18/2017,8,0.029151330942241
03/19/2017,8,0.0291392193216217
03/20/2017,8,0.0291270250606996
03/21/2017,8,0.029114747251052
03/22/2017,8,0.0291023849693827
03/23/2017,8,0.029089937277169
03/24/2017,8,0.0290774032202971
03/25/2017,8,0.0290647818286853
03/26/2017,8,0.0288245146494077
03/27/2017,8,0.028811727672725
03/28/2017,8,0.0287988504984384
03/29/2017,8,0.0287858820921283
03/30/2017,8,0.0287728214014437
03/31/2017,8,0.0287596673556453
04/01/2017,8,0.0287464188651306
04/02/2017,8,0.0287329122506498
04/03/2017,8,0.028719307792484
04/04/2017,8,0.0287056043212727
04/05/2017,8,0.0286918006460293
04/06/2017,8,0.028677895553538
04/07/2017,8,0.0286638878077264
04/08/2017,8,0.0286497761490124
04/09/2017,8,0.0286355592936246
04/10/2017,8,0.0286212359328946
04/11/2017,8,0.0286068047325196
04/12/2017,8,0.028592264331793
04/13/2017,8,0.0285776133428029
04/14/2017,8,0.0285628503495948
04/15/2017,8,0.0285479739072971
04/16/2017,8,0.0285329825412086
04/17/2017,8,0.0285178747458432
04/18/2017,8,0.0285026489839313
04/19/2017,8,0.0284873036853744
04/20/2017,8,0.0284718372461507
04/21/2017,8,0.0284562480271676
04/22/2017,8,0.0284405343530587
04/23/2017,8,0.0284246945109217
04/24/2017,8,0.028408726748993
04/25/2017,8,0.0283926292752549
04/26/2017,8,0.0283764002559719
04/27/2017,8,0.0283600378141498
04/28/2017,8,0.0283435400279139
04/29/2017,8,0.0283269049287998
04/30/2017,8,0.0283101304999516
05/01/2017,8,0.0282932146742196
05/02/2017,8,0.0282761553321523
05/03/2017,8,0.0282589502998735
05/04/2017,8,0.0282415973468369
05/05/2017,8,0.0282240941834488
05/06/2017,8,0.0282064384585497
05/07/2017,8,0.0281886277567428
05/08/2017,8,0.0281706595955593
05/09/2017,8,0.0281525314224464
05/10/2017,8,0.0281342406115646
05/11/2017,8,0.0281157844603789
05/12/2017,8,0.0280971601860276
05/13/2017,8,0.0280783649214495
05/14/2017,8,0.0280593957112501
05/15/2017,8,0.0280402495072841
05/16/2017,8,0.0280209231639304
05/17/2017,8,0.0280014134330324
05/18/2017,8,0.0279817169584742
05/19/2017,8,0.0279618302703594
05/20/2017,8,0.0279417497787572
05/21/2017,8,0.0279214717669756
05/22/2017,8,0.0279009923843159
05/23/2017,8,0.0278803076382617
05/24/2017,8,0.0278594133860447
05/25/2017,8,0.0278383053255282
05/26/2017,8,0.0278169789853395
05/27/2017,8,0.027795429714174
05/28/2017,8,0.0277736526691875
05/29/2017,8,0.027751642803379
05/30/2017,8,0.0277293948518587
05/31/2017,8,0.0277069033168787
06/01/2017,8,0.0276841624514908
06/02/2017,8,0.027661166241678
06/03/2017,8,0.0276379083867862
06/04/2017,8,0.0276143822780578
06/05/2017,8,0.0275905809750452
06/06/2017,8,0.0275664971796484
06/07/2017,8,0.0275421232074884
06/08/2017,8,0.027517450956284
06/09/2017,8,0.0274924718708529
06/10/2017,8,0.0274671769043027
06/11/2017,8,0.0274415564749128
06/12/2017,8,0.0274156004181286
06/13/2017,8,0.0273892979330056
06/14/2017,9,0.0273626375223318
06/15/2017,9,0.0273356069255358
06/16/2017,9,0.0273081930433436
06/17/2017,9,0.0272803818529721
06/18/2017,9,0.0272521583124512
06/19/2017,9,0.0272235062524201
06/20/2017,9,0.027194408253466
06/21/2017,9,0.0271648455067363
06/22/2017,9,0.0271347976551624
06/23/2017,9,0.0271042426121707
06/24/2017,7,0.0301189383724671
06/25/2017,7,0.0300969306524753
06/26/2017,7,0.0300745215915519
06/27/2017,7,0.0300516899735166
06/28/2017,7,0.0300284126551893
06/29/2017,7,0.0300046643742034
06/30/2017,7,0.0299804175548492
07/01/2017,7,0.0298047620165041
07/02/2017,7,0.0298718866751986
07/03/2017,7,0.0298435877182308
07/04/2017,7,0.0298146027941659
07/05/2017,7,0.0297848739294475
07/06/2017,7,0.0297543340371592
07/07/2017,7,0.0297229048874038
07/08/2017,7,0.0296904944817097
07/09/2017,7,0.0296569936076376
07/10/2017,7,0.0296222712444342
07/11/2017,7,0.0295861683241613
07/12/2017,7,0.0295484890821036
07/13/2017,7,0.0295089887756716
07/14/2017,7,0.0294673557587397
07/15/2017,7,0.0294231844581345
07/16/2017,6,0.0392826647047914
07/17/2017,6,0.0392540456435295
07/18/2017,6,0.0392195584719562
07/19/2017,6,0.0467228755398632
07/20/2017,6,0.0466886569250067
07/21/2017,4,0.0589532599668339
07/22/2017,4,0.0589749608668498
07/23/2017,4,0.058996796909348
07/24/2017,4,0.0590187696596484
07/25/2017,4,0.059040880724209
07/26/2017,4,0.0590631317530067
07/27/2017,2,0.0613345786848548
07/28/2017,2,0.061357806629717
07/29/2017,2,0.0616313670490943
07/30/2017,2,0.061654993375245
07/31/2017,2,0.0616787742903847
08/01/2017,2,0.0617027118338974
08/02/2017,2,0.0617268081136828
08/03/2017,2,0.0617510653111298
08/04/2017,2,0.0617754856866228
08/05/2017,2,0.0617380199103971
08/06/2017,2,0.0617627238096723
08/07/2017,2,0.0617875977913652
08/08/2017,2,0.0618126444907343
08/09/2017,2,0.0618378666599362
08/10/2017,2,0.0618632671786663
08/11/2017,2,0.0618888490661608
08/12/2017,2,0.0708291619584662
08/13/2017,2,0.0708626155232337
08/14/2017,2,0.0708947836357503
08/15/2017,2,0.0709271489148397
08/16/2017,2,0.0709597131655354
08/17/2017,2,0.0709924782141111
08/18/2017,2,0.07102544590836
08/19/2017,2,0.0700438359013615
08/20/2017,2,0.0700768129959971
08/21/2017,2,0.0701099958366832
08/22/2017,2,0.0701433863293566
08/23/2017,2,0.0701769864022929
08/24/2017,2,0.0702107980063834
08/25/2017,2,0.070244823115415
08/26/2017,2,0.070085596171148
08/27/2017,2,0.0701196955583834
08/28/2017,2,0.0701540144860355
08/29/2017,2,0.0701885551163751
08/30/2017,2,0.0702233196412894
08/31/2017,2,0.0702583102828643
09/01/2017,2,0.0702935292939818
09/02/2017,2,0.0703289789589409
09/03/2017,2,0.0730595833049029
09/04/2017,2,0.0730987000980027
09/05/2017,2,0.0731380880104706
09/06/2017,2,0.073177750004667
09/07/2017,2,0.0732176890905514
09/08/2017,2,0.073257908326876
09/09/2017,2,0.0732984108224316
09/10/2017,2,0.0733391997373526
09/11/2017,2,0.0733802782844818
09/12/2017,2,0.0734216497308045
09/13/2017,2,0.073463317398954
09/14/2017,2,0.0735052846687977
09/15/2017,2,0.0735475549791092
09/16/2017,2,0.0735901318293359
09/17/2017,2,0.0736330187814705
09/18/2017,2,0.0736762194620381
09/19/2017,2,0.0737197375642101
09/20/2017,2,0.0737635768500583
09/21/2017,2,0.0738077411529673
09/22/2017,2,0.0738522343802202
09/23/2017,2,0.0738970605157827
09/24/2017,2,0.0739422236233057
09/25/2017,2,0.0739877278493787
09/26/2017,2,0.0740335774270659
09/27/2017,2,0.0740797766797643
09/28/2017,2,0.07412633002543
09/29/2017,2,0.0741732419812286
09/30/2017,2,0.0742205171686752
10/01/2017,2,0.0742681603193406
10/02/2017,2,0.0743161762812217
10/03/2017,2,0.0743645700258874
10/04/2017,2,0.0744133466565407
10/05/2017,2,0.0744625114171691
10/06/2017,2,0.0745120697029909
10/07/2017,2,0.0745620270724623
10/08/2017,2,0.0746123892611697
10/09/2017,2,0.0746631621980218
10/10/2017,2,0.0747143520242627
10/11/2017,2,0.0747659651159787
10/12/2017,2,0.0748180081109667
10/13/2017,2,0.0748704879410938
10/14/2017,1,0.0806818344419363
10/15/2017,1,0.0807391663654258
10/16/2017,1,0.0807969765644148
10/17/2017,1,0.0808552739424684
10/18/2017,1,0.0809140680535967
10/19/2017,1,0.0809733692340067
10/20/2017,1,0.0811392439421603
10/21/2017,1,0.0811967607660058
10/22/2017,1,0.0812547904960074
10/23/2017,1,0.0813133484641325
10/24/2017,1,0.0813724524842813
10/25/2017,1,0.0814321237045068
10/26/2017,1,0.081492387868744
10/27/2017,1,0.0815532772438107
10/28/2017,1,0.0816148336701583
10/29/2017,1,0.0816771135994021
10/30/2017,1,0.0817401968397558
10/31/2017,1,0.0818042026891257
11/01/2017,1,0.0818693220271276
11/02/2017,1,0.0819358876234255
11/03/2017,1,0.0820045493779803
11/04/2017,1,0.0825331479747586
11/05/2017,1,0.0825912690893158
11/06/2017,1,0.0826498411878587
11/07/2017,1,0.0827088656335401
11/08/2017,1,0.0827683428830495
11/09/2017,1,0.0828282722106493
11/10/2017,1,0.0828886513346248
11/11/2017,1,0.0830763653177262
